cum_buys_sol,entry_price_sol,tokens_for_1sol,eff_cost_sol,price_after_sol,nav_sol,redeem_price_after_fees_sol,backing_pct,pool_sol,instant_roundtrip_sol,instant_pnl_pct
182,1.648179312e-05,58843.0197,1.699436917e-05,1.649023822e-05,1.541941008e-05,1.449424548e-05,93.50629068,182,0.8528851722,-14.71148278
183,1.649023822e-05,58812.93832,1.700306138e-05,1.649864137e-05,1.54272619e-05,1.450162619e-05,93.50625637,183,0.8528832465,-14.71167535
184,1.649864137e-05,58783.0366,1.701171048e-05,1.650700302e-05,1.543507496e-05,1.450897046e-05,93.50622244,184,0.8528813417,-14.71186583
185,1.650700302e-05,58753.31249,1.702031694e-05,1.651532358e-05,1.544284966e-05,1.451627868e-05,93.50618887,185,0.8528794575,-14.71205425
186,1.651532358e-05,58723.76399,1.702888119e-05,1.652360348e-05,1.545058639e-05,1.452355121e-05,93.50615566,186,0.8528775936,-14.71224064
187,1.652360348e-05,58694.38912,1.703740366e-05,1.653184314e-05,1.545828555e-05,1.453078842e-05,93.5061228,187,0.8528757496,-14.71242504
188,1.653184314e-05,58665.18593,1.704588478e-05,1.654004297e-05,1.546594751e-05,1.453799066e-05,93.50609029,188,0.8528739253,-14.71260747
189,1.654004297e-05,58636.15251,1.705432497e-05,1.654820336e-05,1.547357266e-05,1.45451583e-05,93.50605813,189,0.8528721203,-14.71278797
190,1.654820336e-05,58607.28699,1.706272464e-05,1.655632472e-05,1.548116135e-05,1.455229167e-05,93.5060263,190,0.8528703343,-14.71296657
191,1.655632472e-05,58578.58752,1.70710842e-05,1.656440744e-05,1.548871396e-05,1.455939112e-05,93.50599481,191,0.852868567,-14.7131433
192,1.656440744e-05,58550.05227,1.707940405e-05,1.657245189e-05,1.549623084e-05,1.456645699e-05,93.50596365,192,0.8528668181,-14.71331819
193,1.657245189e-05,58521.67946,1.708768459e-05,1.658045846e-05,1.550371235e-05,1.457348961e-05,93.5059328,193,0.8528650874,-14.71349126
194,1.658045846e-05,58493.46732,1.709592619e-05,1.658842753e-05,1.551115883e-05,1.45804893e-05,93.50590228,194,0.8528633745,-14.71366255
195,1.658842753e-05,58465.41412,1.710412925e-05,1.659635945e-05,1.551857064e-05,1.45874564e-05,93.50587206,195,0.8528616792,-14.71383208
196,1.659635945e-05,58437.51815,1.711229415e-05,1.66042546e-05,1.552594809e-05,1.459439121e-05,93.50584216,196,0.8528600012,-14.71399988
197,1.66042546e-05,58409.77775,1.712042125e-05,1.661211332e-05,1.553329154e-05,1.460129405e-05,93.50581256,197,0.8528583402,-14.71416598
198,1.661211332e-05,58382.19124,1.712851092e-05,1.661993597e-05,1.554060131e-05,1.460816523e-05,93.50578325,198,0.8528566961,-14.71433039
199,1.661993597e-05,58354.75701,1.713656352e-05,1.66277229e-05,1.554787771e-05,1.461500505e-05,93.50575424,199,0.8528550685,-14.71449315
200,1.66277229e-05,58327.47346,1.71445794e-05,1.663547445e-05,1.555512108e-05,1.462181381e-05,93.50572552,200,0.8528534571,-14.71465429
201,1.663547445e-05,58300.339,1.715255892e-05,1.664319095e-05,1.556233172e-05,1.462859181e-05,93.50569709,201,0.8528518618,-14.71481382
202,1.664319095e-05,58273.35209,1.716050243e-05,1.665087274e-05,1.556950994e-05,1.463533934e-05,93.50566893,202,0.8528502823,-14.71497177
203,1.665087274e-05,58246.5112,1.716841025e-05,1.665852013e-05,1.557665604e-05,1.464205668e-05,93.50564106,203,0.8528487184,-14.71512816
204,1.665852013e-05,58219.81482,1.717628273e-05,1.666613347e-05,1.558377034e-05,1.464874412e-05,93.50561345,204,0.8528471698,-14.71528302
205,1.666613347e-05,58193.26147,1.71841202e-05,1.667371305e-05,1.559085311e-05,1.465540193e-05,93.50558612,205,0.8528456364,-14.71543636
206,1.667371305e-05,58166.84969,1.719192298e-05,1.66812592e-05,1.559790467e-05,1.466203039e-05,93.50555905,206,0.8528441178,-14.71558822
207,1.66812592e-05,58140.57804,1.71996914e-05,1.668877222e-05,1.560492529e-05,1.466862977e-05,93.50553224,207,0.8528426139,-14.71573861
208,1.668877222e-05,58114.4451,1.720742576e-05,1.669625242e-05,1.561191525e-05,1.467520034e-05,93.50550568,208,0.8528411245,-14.71588755
209,1.669625242e-05,58088.44949,1.72151264e-05,1.67037001e-05,1.561887485e-05,1.468174236e-05,93.50547939,209,0.8528396494,-14.71603506
210,1.67037001e-05,58062.58981,1.72227936e-05,1.671111555e-05,1.562580435e-05,1.468825609e-05,93.50545334,210,0.8528381883,-14.71618117
211,1.671111555e-05,58036.86472,1.723042767e-05,1.671849906e-05,1.563270403e-05,1.469474178e-05,93.50542753,211,0.852836741,-14.7163259
212,1.671849906e-05,58011.27289,1.723802892e-05,1.672585093e-05,1.563957415e-05,1.47011997e-05,93.50540198,212,0.8528353075,-14.71646925
213,1.672585093e-05,57985.81299,1.724559764e-05,1.673317144e-05,1.564641498e-05,1.470763008e-05,93.50537666,213,0.8528338874,-14.71661126
214,1.673317144e-05,57960.48374,1.725313413e-05,1.674046086e-05,1.565322678e-05,1.471403317e-05,93.50535157,214,0.8528324805,-14.71675195
215,1.674046086e-05,57935.28385,1.726063866e-05,1.674771947e-05,1.566000981e-05,1.472040922e-05,93.50532672,215,0.8528310868,-14.71689132
216,1.674771947e-05,57910.21207,1.726811152e-05,1.675494756e-05,1.566676433e-05,1.472675847e-05,93.5053021,216,0.852829706,-14.7170294
217,1.675494756e-05,57885.26714,1.727555299e-05,1.676214537e-05,1.567349058e-05,1.473308114e-05,93.50527771,217,0.8528283379,-14.71716621
218,1.676214537e-05,57860.44786,1.728296335e-05,1.676931319e-05,1.568018881e-05,1.473937748e-05,93.50525354,218,0.8528269824,-14.71730176
219,1.676931319e-05,57835.75301,1.729034287e-05,1.677645126e-05,1.568685927e-05,1.474564771e-05,93.50522959,219,0.8528256392,-14.71743608
220,1.677645126e-05,57811.18141,1.729769182e-05,1.678355986e-05,1.56935022e-05,1.475189207e-05,93.50520586,220,0.8528243083,-14.71756917
221,1.678355986e-05,57786.73188,1.730501047e-05,1.679063923e-05,1.570011783e-05,1.475811076e-05,93.50518234,221,0.8528229894,-14.71770106
222,1.679063923e-05,57762.40326,1.731229907e-05,1.679768963e-05,1.57067064e-05,1.476430402e-05,93.50515903,222,0.8528216824,-14.71783176
223,1.679768963e-05,57738.19442,1.731955788e-05,1.68047113e-05,1.571326814e-05,1.477047205e-05,93.50513593,223,0.8528203872,-14.71796128
224,1.68047113e-05,57714.10423,1.732678716e-05,1.681170449e-05,1.571980329e-05,1.477661509e-05,93.50511304,224,0.8528191035,-14.71808965
225,1.681170449e-05,57690.13159,1.733398716e-05,1.681866944e-05,1.572631206e-05,1.478273333e-05,93.50509035,225,0.8528178312,-14.71821688
226,1.681866944e-05,57666.27539,1.734115812e-05,1.682560639e-05,1.573279468e-05,1.478882699e-05,93.50506786,226,0.8528165702,-14.71834298
227,1.682560639e-05,57642.53457,1.73483003e-05,1.683251558e-05,1.573925136e-05,1.479489628e-05,93.50504557,227,0.8528153203,-14.71846797
228,1.683251558e-05,57618.90806,1.735541394e-05,1.683939723e-05,1.574568234e-05,1.48009414e-05,93.50502348,228,0.8528140814,-14.71859186
229,1.683939723e-05,57595.3948,1.736249927e-05,1.684625158e-05,1.575208781e-05,1.480696254e-05,93.50500157,229,0.8528128533,-14.71871467
230,1.684625158e-05,57571.99377,1.736955653e-05,1.685307886e-05,1.5758468e-05,1.481295992e-05,93.50497986,230,0.8528116359,-14.71883641
231,1.685307886e-05,57548.70394,1.737658595e-05,1.685987929e-05,1.57648231e-05,1.481893372e-05,93.50495834,231,0.852810429,-14.7189571
232,1.685987929e-05,57525.5243,1.738358776e-05,1.686665308e-05,1.577115334e-05,1.482488414e-05,93.504937,232,0.8528092326,-14.71907674
233,1.686665308e-05,57502.45387,1.739056219e-05,1.687340046e-05,1.57774589e-05,1.483081137e-05,93.50491584,233,0.8528080464,-14.71919536
234,1.687340046e-05,57479.49165,1.739750946e-05,1.688012165e-05,1.578374e-05,1.48367156e-05,93.50489486,234,0.8528068704,-14.71931296
235,1.688012165e-05,57456.63669,1.74044298e-05,1.688681685e-05,1.578999683e-05,1.484259702e-05,93.50487407,235,0.8528057044,-14.71942956
236,1.688681685e-05,57433.88802,1.741132343e-05,1.689348628e-05,1.579622958e-05,1.484845581e-05,93.50485344,236,0.8528045482,-14.71954518
237,1.689348628e-05,57411.24471,1.741819055e-05,1.690013014e-05,1.580243846e-05,1.485429215e-05,93.504833,237,0.8528034019,-14.71965981
238,1.690013014e-05,57388.70582,1.742503138e-05,1.690674864e-05,1.580862365e-05,1.486010623e-05,93.50481272,238,0.8528022651,-14.71977349
239,1.690674864e-05,57366.27044,1.743184614e-05,1.691334198e-05,1.581478535e-05,1.486589823e-05,93.50479261,239,0.8528011379,-14.71988621
240,1.691334198e-05,57343.93765,1.743863503e-05,1.691991037e-05,1.582092373e-05,1.48716683e-05,93.50477267,240,0.8528000201,-14.71999799
241,1.691991037e-05,57321.70658,1.744539826e-05,1.6926454e-05,1.582703898e-05,1.487741665e-05,93.5047529,241,0.8527989116,-14.72010884
242,1.6926454e-05,57299.57632,1.745213602e-05,1.693297306e-05,1.58331313e-05,1.488314342e-05,93.50473329,242,0.8527978122,-14.72021878
243,1.693297306e-05,57277.54601,1.745884853e-05,1.693946775e-05,1.583920085e-05,1.488884879e-05,93.50471384,243,0.8527967219,-14.72032781
244,1.693946775e-05,57255.61479,1.746553598e-05,1.694593826e-05,1.584524781e-05,1.489453294e-05,93.50469455,244,0.8527956405,-14.72043595
245,1.694593826e-05,57233.78181,1.747219856e-05,1.695238478e-05,1.585127236e-05,1.490019602e-05,93.50467541,245,0.852794568,-14.7205432
246,1.695238478e-05,57212.04622,1.747883647e-05,1.695880749e-05,1.585727468e-05,1.49058382e-05,93.50465643,246,0.8527935041,-14.72064959
247,1.695880749e-05,57190.40721,1.74854499e-05,1.696520658e-05,1.586325494e-05,1.491145964e-05,93.50463761,247,0.8527924489,-14.72075511
248,1.696520658e-05,57168.86395,1.749203904e-05,1.697158224e-05,1.58692133e-05,1.49170605e-05,93.50461894,248,0.8527914022,-14.72085978
249,1.697158224e-05,57147.41564,1.749860407e-05,1.697793463e-05,1.587514993e-05,1.492264094e-05,93.50460041,249,0.852790364,-14.7209636
250,1.697793463e-05,57126.06147,1.750514519e-05,1.698426394e-05,1.588106501e-05,1.492820111e-05,93.50458204,250,0.852789334,-14.7210666
251,1.698426394e-05,57104.80066,1.751166257e-05,1.699057034e-05,1.588695869e-05,1.493374116e-05,93.50456381,251,0.8527883123,-14.72116877
252,1.699057034e-05,57083.63243,1.751815639e-05,1.699685401e-05,1.589283113e-05,1.493926126e-05,93.50454572,252,0.8527872986,-14.72127014
253,1.699685401e-05,57062.55601,1.752462683e-05,1.700311512e-05,1.58986825e-05,1.494476155e-05,93.50452778,253,0.852786293,-14.7213707
254,1.700311512e-05,57041.57064,1.753107407e-05,1.700935384e-05,1.590451296e-05,1.495024218e-05,93.50450998,254,0.8527852953,-14.72147047
255,1.700935384e-05,57020.67557,1.753749828e-05,1.701557033e-05,1.591032265e-05,1.495570329e-05,93.50449232,255,0.8527843054,-14.72156946
256,1.701557033e-05,56999.87006,1.754389964e-05,1.702176477e-05,1.591611174e-05,1.496114504e-05,93.50447479,256,0.8527833233,-14.72166767
257,1.702176477e-05,56979.15338,1.755027831e-05,1.702793731e-05,1.592188039e-05,1.496656756e-05,93.5044574,257,0.8527823488,-14.72176512
258,1.702793731e-05,56958.52481,1.755663447e-05,1.703408812e-05,1.592762873e-05,1.4971971e-05,93.50444015,258,0.8527813819,-14.72186181
259,1.703408812e-05,56937.98362,1.756296828e-05,1.704021735e-05,1.593335692e-05,1.49773555e-05,93.50442303,259,0.8527804224,-14.72195776
260,1.704021735e-05,56917.52912,1.75692799e-05,1.704632518e-05,1.593906511e-05,1.49827212e-05,93.50440604,260,0.8527794703,-14.72205297
261,1.704632518e-05,56897.1606,1.757556949e-05,1.705241174e-05,1.594475344e-05,1.498806824e-05,93.50438918,261,0.8527785255,-14.72214745
262,1.705241174e-05,56876.87738,1.758183723e-05,1.705847721e-05,1.595042207e-05,1.499339674e-05,93.50437245,262,0.852777588,-14.7222412
263,1.705847721e-05,56856.67877,1.758808326e-05,1.706452173e-05,1.595607112e-05,1.499870685e-05,93.50435585,263,0.8527766576,-14.72233424
264,1.706452173e-05,56836.56411,1.759430774e-05,1.707054545e-05,1.596170075e-05,1.50039987e-05,93.50433937,264,0.8527757342,-14.72242658
265,1.707054545e-05,56816.53272,1.760051084e-05,1.707654852e-05,1.596731109e-05,1.500927242e-05,93.50432302,265,0.8527748178,-14.72251822
266,1.707654852e-05,56796.58395,1.76066927e-05,1.708253109e-05,1.597290228e-05,1.501452814e-05,93.50430679,266,0.8527739083,-14.72260917
267,1.708253109e-05,56776.71715,1.761285348e-05,1.708849332e-05,1.597847446e-05,1.5019766e-05,93.50429068,267,0.8527730056,-14.72269944
268,1.708849332e-05,56756.93167,1.761899332e-05,1.709443533e-05,1.598402777e-05,1.50249861e-05,93.50427469,268,0.8527721096,-14.72278904
269,1.709443533e-05,56737.22689,1.762511238e-05,1.710035728e-05,1.598956233e-05,1.503018859e-05,93.50425882,269,0.8527712203,-14.72287797
270,1.710035728e-05,56717.60216,1.76312108e-05,1.710625931e-05,1.599507829e-05,1.503537359e-05,93.50424307,270,0.8527703376,-14.72296624
271,1.710625931e-05,56698.05688,1.763728874e-05,1.711214156e-05,1.600057576e-05,1.504054122e-05,93.50422743,271,0.8527694614,-14.72305386
272,1.711214156e-05,56678.59043,1.764334632e-05,1.711800416e-05,1.600605489e-05,1.50456916e-05,93.50421191,272,0.8527685917,-14.72314083
273,1.711800416e-05,56659.2022,1.76493837e-05,1.712384726e-05,1.60115158e-05,1.505082485e-05,93.5041965,273,0.8527677283,-14.72322717
274,1.712384726e-05,56639.89159,1.765540102e-05,1.7129671e-05,1.601695861e-05,1.505594109e-05,93.50418121,274,0.8527668713,-14.72331287
275,1.7129671e-05,56620.65802,1.766139842e-05,1.713547549e-05,1.602238345e-05,1.506104045e-05,93.50416602,275,0.8527660204,-14.72339796
276,1.713547549e-05,56601.50088,1.766737603e-05,1.714126089e-05,1.602779045e-05,1.506612303e-05,93.50415095,276,0.8527651758,-14.72348242
277,1.714126089e-05,56582.41961,1.767333399e-05,1.714702731e-05,1.603317973e-05,1.507118895e-05,93.50413598,277,0.8527643372,-14.72356628
278,1.714702731e-05,56563.41363,1.767927244e-05,1.71527749e-05,1.603855142e-05,1.507623833e-05,93.50412112,278,0.8527635047,-14.72364953
279,1.71527749e-05,56544.48238,1.768519152e-05,1.715850377e-05,1.604390562e-05,1.508127128e-05,93.50410637,279,0.8527626782,-14.72373218
280,1.715850377e-05,56525.62528,1.769109134e-05,1.716421406e-05,1.604924246e-05,1.508628791e-05,93.50409172,280,0.8527618575,-14.72381425
281,1.716421406e-05,56506.8418,1.769697205e-05,1.71699059e-05,1.605456206e-05,1.509128834e-05,93.50407718,281,0.8527610427,-14.72389573
282,1.71699059e-05,56488.13137,1.770283378e-05,1.71755794e-05,1.605986454e-05,1.509627267e-05,93.50406274,282,0.8527602337,-14.72397663
283,1.71755794e-05,56469.49347,1.770867664e-05,1.71812347e-05,1.606515001e-05,1.510124101e-05,93.5040484,283,0.8527594304,-14.72405696
284,1.71812347e-05,56450.92754,1.771450078e-05,1.718687191e-05,1.607041858e-05,1.510619347e-05,93.50403416,284,0.8527586328,-14.72413672
285,1.718687191e-05,56432.43307,1.772030631e-05,1.719249115e-05,1.607567037e-05,1.511113015e-05,93.50402003,285,0.8527578407,-14.72421593
286,1.719249115e-05,56414.00952,1.772609337e-05,1.719809255e-05,1.608090549e-05,1.511605116e-05,93.50400599,286,0.8527570542,-14.72429458
287,1.719809255e-05,56395.65639,1.773186206e-05,1.720367623e-05,1.608612405e-05,1.512095661e-05,93.50399205,287,0.8527562732,-14.72437268
288,1.720367623e-05,56377.37314,1.773761253e-05,1.72092423e-05,1.609132617e-05,1.51258466e-05,93.5039782,288,0.8527554976,-14.72445024
289,1.72092423e-05,56359.15929,1.774334487e-05,1.721479087e-05,1.609651194e-05,1.513072122e-05,93.50396445,289,0.8527547274,-14.72452726
290,1.721479087e-05,56341.01431,1.774905923e-05,1.722032207e-05,1.610168148e-05,1.513558059e-05,93.5039508,290,0.8527539625,-14.72460375
291,1.722032207e-05,56322.93773,1.775475571e-05,1.722583601e-05,1.610683489e-05,1.51404248e-05,93.50393724,291,0.8527532029,-14.72467971
292,1.722583601e-05,56304.92903,1.776043443e-05,1.723133279e-05,1.611197228e-05,1.514525394e-05,93.50392377,292,0.8527524484,-14.72475516
293,1.723133279e-05,56286.98775,1.77660955e-05,1.723681254e-05,1.611709375e-05,1.515006813e-05,93.5039104,293,0.8527516992,-14.72483008
294,1.723681254e-05,56269.11339,1.777173905e-05,1.724227536e-05,1.612219941e-05,1.515486745e-05,93.50389711,294,0.852750955,-14.7249045
295,1.724227536e-05,56251.30549,1.777736519e-05,1.724772136e-05,1.612728936e-05,1.5159652e-05,93.50388392,295,0.8527502158,-14.72497842
296,1.724772136e-05,56233.56356,1.778297402e-05,1.725315066e-05,1.61323637e-05,1.516442188e-05,93.50387081,296,0.8527494817,-14.72505183
297,1.725315066e-05,56215.88714,1.778856567e-05,1.725856335e-05,1.613742253e-05,1.516917718e-05,93.5038578,297,0.8527487525,-14.72512475
298,1.725856335e-05,56198.27578,1.779414023e-05,1.726395955e-05,1.614246595e-05,1.5173918e-05,93.50384486,298,0.8527480282,-14.72519718
299,1.726395955e-05,56180.72901,1.779969783e-05,1.726933935e-05,1.614749406e-05,1.517864442e-05,93.50383202,299,0.8527473087,-14.72526913
300,1.726933935e-05,56163.24638,1.780523856e-05,1.727470287e-05,1.615250695e-05,1.518335654e-05,93.50381926,300,0.8527465941,-14.72534059
301,1.727470287e-05,56145.82745,1.781076254e-05,1.728005021e-05,1.615750473e-05,1.518805445e-05,93.50380659,301,0.8527458842,-14.72541158
302,1.728005021e-05,56128.47176,1.781626986e-05,1.728538147e-05,1.616248748e-05,1.519273823e-05,93.503794,302,0.852745179,-14.7254821
303,1.728538147e-05,56111.17889,1.782176065e-05,1.729069675e-05,1.616745531e-05,1.519740799e-05,93.50378149,303,0.8527444784,-14.72555216
304,1.729069675e-05,56093.9484,1.7827235e-05,1.729599615e-05,1.61724083e-05,1.52020638e-05,93.50376907,304,0.8527437825,-14.72562175
305,1.729599615e-05,56076.77986,1.783269301e-05,1.730127977e-05,1.617734655e-05,1.520670576e-05,93.50375672,305,0.8527430911,-14.72569089
306,1.730127977e-05,56059.67284,1.783813478e-05,1.730654772e-05,1.618227015e-05,1.521133394e-05,93.50374446,306,0.8527424043,-14.72575957
307,1.730654772e-05,56042.62693,1.784356043e-05,1.731180007e-05,1.618717919e-05,1.521594844e-05,93.50373228,307,0.8527417219,-14.72582781
308,1.731180007e-05,56025.6417,1.784897004e-05,1.731703695e-05,1.619207377e-05,1.522054934e-05,93.50372017,308,0.8527410439,-14.72589561
309,1.731703695e-05,56008.71675,1.785436371e-05,1.732225843e-05,1.619695396e-05,1.522513673e-05,93.50370815,309,0.8527403704,-14.72596296
310,1.732225843e-05,55991.85167,1.785974156e-05,1.732746461e-05,1.620181987e-05,1.522971068e-05,93.5036962,310,0.8527397012,-14.72602988
311,1.732746461e-05,55975.04604,1.786510366e-05,1.73326556e-05,1.620667157e-05,1.523427128e-05,93.50368433,311,0.8527390363,-14.72609637
312,1.73326556e-05,55958.29948,1.787045013e-05,1.733783147e-05,1.621150916e-05,1.523881861e-05,93.50367253,312,0.8527383757,-14.72616243
313,1.733783147e-05,55941.61159,1.787578104e-05,1.734299233e-05,1.621633272e-05,1.524335276e-05,93.50366081,313,0.8527377192,-14.72622808
314,1.734299233e-05,55924.98197,1.788109651e-05,1.734813826e-05,1.622114233e-05,1.524787379e-05,93.50364917,314,0.852737067,-14.7262933
315,1.734813826e-05,55908.41023,1.788639662e-05,1.735326936e-05,1.622593809e-05,1.52523818e-05,93.5036376,315,0.8527364189,-14.72635811
316,1.735326936e-05,55891.896,1.789168147e-05,1.735838571e-05,1.623072007e-05,1.525687686e-05,93.5036261,316,0.8527357749,-14.72642251
317,1.735838571e-05,55875.43888,1.789695115e-05,1.73634874e-05,1.623548835e-05,1.526135905e-05,93.50361467,317,0.852735135,-14.7264865
318,1.73634874e-05,55859.03851,1.790220574e-05,1.736857453e-05,1.624024303e-05,1.526582845e-05,93.50360332,318,0.8527344991,-14.72655009
319,1.736857453e-05,55842.69451,1.790744535e-05,1.737364717e-05,1.624498417e-05,1.527028512e-05,93.50359203,319,0.8527338672,-14.72661328
320,1.737364717e-05,55826.40651,1.791267005e-05,1.737870542e-05,1.624971187e-05,1.527472916e-05,93.50358082,320,0.8527332393,-14.72667607
321,1.737870542e-05,55810.17414,1.791787995e-05,1.738374936e-05,1.62544262e-05,1.527916063e-05,93.50356968,321,0.8527326152,-14.72673848
322,1.738374936e-05,55793.99704,1.792307512e-05,1.738877908e-05,1.625912724e-05,1.52835796e-05,93.50355861,322,0.8527319951,-14.72680049
323,1.738877908e-05,55777.87485,1.792825565e-05,1.739379466e-05,1.626381506e-05,1.528798616e-05,93.5035476,323,0.8527313788,-14.72686212
324,1.739379466e-05,55761.80721,1.793342164e-05,1.739879617e-05,1.626848976e-05,1.529238037e-05,93.50353666,324,0.8527307662,-14.72692338
325,1.739879617e-05,55745.79378,1.793857316e-05,1.740378372e-05,1.62731514e-05,1.529676231e-05,93.50352579,325,0.8527301575,-14.72698425
326,1.740378372e-05,55729.83421,1.79437103e-05,1.740875737e-05,1.627780006e-05,1.530113205e-05,93.50351499,326,0.8527295525,-14.72704475
327,1.740875737e-05,55713.92814,1.794883314e-05,1.741371721e-05,1.628243581e-05,1.530548966e-05,93.50350425,327,0.8527289512,-14.72710488
328,1.741371721e-05,55698.07524,1.795394178e-05,1.741866332e-05,1.628705874e-05,1.530983521e-05,93.50349358,328,0.8527283536,-14.72716464
329,1.741866332e-05,55682.27516,1.795903628e-05,1.742359577e-05,1.629166891e-05,1.531416877e-05,93.50348297,329,0.8527277596,-14.72722404
330,1.742359577e-05,55666.52758,1.796411674e-05,1.742851466e-05,1.62962664e-05,1.531849042e-05,93.50347243,330,0.8527271692,-14.72728308
331,1.742851466e-05,55650.83215,1.796918323e-05,1.743342005e-05,1.630085128e-05,1.532280021e-05,93.50346195,331,0.8527265823,-14.72734177
332,1.743342005e-05,55635.18855,1.797423584e-05,1.743831202e-05,1.630542363e-05,1.532709821e-05,93.50345153,332,0.852725999,-14.7274001
333,1.743831202e-05,55619.59645,1.797927464e-05,1.744319066e-05,1.630998352e-05,1.533138451e-05,93.50344118,333,0.8527254192,-14.72745808
334,1.744319066e-05,55604.05553,1.798429972e-05,1.744805603e-05,1.631453101e-05,1.533565915e-05,93.50343089,334,0.8527248429,-14.72751571
335,1.744805603e-05,55588.56546,1.798931114e-05,1.745290821e-05,1.631906618e-05,1.533992221e-05,93.50342066,335,0.85272427,-14.727573
336,1.745290821e-05,55573.12594,1.7994309e-05,1.745774728e-05,1.63235891e-05,1.534417376e-05,93.50341049,336,0.8527237006,-14.72762994
337,1.745774728e-05,55557.73663,1.799929336e-05,1.746257331e-05,1.632809984e-05,1.534841385e-05,93.50340038,337,0.8527231345,-14.72768655
338,1.746257331e-05,55542.39724,1.80042643e-05,1.746738638e-05,1.633259847e-05,1.535264256e-05,93.50339033,338,0.8527225717,-14.72774283
339,1.746738638e-05,55527.10746,1.800922191e-05,1.747218655e-05,1.633708505e-05,1.535685994e-05,93.50338034,339,0.8527220123,-14.72779877
340,1.747218655e-05,55511.86697,1.801416624e-05,1.747697391e-05,1.634155965e-05,1.536106607e-05,93.5033704,340,0.8527214562,-14.72785438
341,1.747697391e-05,55496.67547,1.801909739e-05,1.748174852e-05,1.634602234e-05,1.5365261e-05,93.50336053,341,0.8527209034,-14.72790966
342,1.748174852e-05,55481.53267,1.802401541e-05,1.748651045e-05,1.635047319e-05,1.53694448e-05,93.50335071,342,0.8527203537,-14.72796463
343,1.748651045e-05,55466.43826,1.80289204e-05,1.749125977e-05,1.635491226e-05,1.537361753e-05,93.50334096,343,0.8527198073,-14.72801927
344,1.749125977e-05,55451.39195,1.803381241e-05,1.749599656e-05,1.635933962e-05,1.537777924e-05,93.50333125,344,0.8527192641,-14.72807359
345,1.749599656e-05,55436.39344,1.803869151e-05,1.750072088e-05,1.636375533e-05,1.538193001e-05,93.50332161,345,0.852718724,-14.7281276
346,1.750072088e-05,55421.44246,1.804355779e-05,1.750543281e-05,1.636815946e-05,1.538606989e-05,93.50331202,346,0.852718187,-14.7281813
347,1.750543281e-05,55406.5387,1.804841132e-05,1.75101324e-05,1.637255206e-05,1.539019894e-05,93.50330248,347,0.8527176532,-14.72823468
348,1.75101324e-05,55391.68189,1.805325215e-05,1.751481973e-05,1.637693321e-05,1.539431722e-05,93.503293,348,0.8527171223,-14.72828777
349,1.751481973e-05,55376.87174,1.805808036e-05,1.751949487e-05,1.638130297e-05,1.539842479e-05,93.50328358,349,0.8527165946,-14.72834054
350,1.751949487e-05,55362.10797,1.806289603e-05,1.752415788e-05,1.638566139e-05,1.540252171e-05,93.5032742,350,0.8527160699,-14.72839301
351,1.752415788e-05,55347.3903,1.806769921e-05,1.752880882e-05,1.639000855e-05,1.540660803e-05,93.50326489,351,0.8527155481,-14.72844519
352,1.752880882e-05,55332.71847,1.807248998e-05,1.753344777e-05,1.639434449e-05,1.541068382e-05,93.50325562,352,0.8527150293,-14.72849707
353,1.753344777e-05,55318.0922,1.80772684e-05,1.753807479e-05,1.639866929e-05,1.541474913e-05,93.50324641,353,0.8527145135,-14.72854865
354,1.753807479e-05,55303.51121,1.808203454e-05,1.754268994e-05,1.640298299e-05,1.541880401e-05,93.50323724,354,0.8527140005,-14.72859995
355,1.754268994e-05,55288.97524,1.808678847e-05,1.754729328e-05,1.640728567e-05,1.542284853e-05,93.50322813,355,0.8527134905,-14.72865095
356,1.754729328e-05,55274.48402,1.809153025e-05,1.755188489e-05,1.641157738e-05,1.542688274e-05,93.50321908,356,0.8527129833,-14.72870167
357,1.755188489e-05,55260.0373,1.809625995e-05,1.755646481e-05,1.641585818e-05,1.543090669e-05,93.50321007,357,0.852712479,-14.7287521
358,1.755646481e-05,55245.63481,1.810097763e-05,1.756103313e-05,1.642012812e-05,1.543492043e-05,93.50320111,358,0.8527119775,-14.72880225
359,1.756103313e-05,55231.27628,1.810568336e-05,1.756558988e-05,1.642438727e-05,1.543892403e-05,93.5031922,359,0.8527114788,-14.72885212
360,1.756558988e-05,55216.96148,1.81103772e-05,1.757013515e-05,1.642863568e-05,1.544291754e-05,93.50318334,360,0.8527109828,-14.72890172
361,1.757013515e-05,55202.69013,1.81150592e-05,1.757466898e-05,1.643287341e-05,1.5446901e-05,93.50317453,361,0.8527104896,-14.72895104
362,1.757466898e-05,55188.462,1.811972945e-05,1.757919144e-05,1.643710051e-05,1.545087448e-05,93.50316577,362,0.8527099992,-14.72900008
363,1.757919144e-05,55174.27682,1.812438799e-05,1.758370259e-05,1.644131705e-05,1.545483802e-05,93.50315706,363,0.8527095114,-14.72904886
364,1.758370259e-05,55160.13436,1.812903488e-05,1.758820248e-05,1.644552307e-05,1.545879168e-05,93.5031484,364,0.8527090263,-14.72909737
365,1.758820248e-05,55146.03436,1.81336702e-05,1.759269119e-05,1.644971863e-05,1.546273551e-05,93.50313978,365,0.8527085439,-14.72914561
366,1.759269119e-05,55131.97658,1.8138294e-05,1.759716875e-05,1.645390379e-05,1.546666956e-05,93.50313121,366,0.8527080641,-14.72919359
