sell_n,tokens_sold,seller_receives_sol,nav_sol,redeem_price_sol,price_frozen_sol,pool_sol
197,57606.32949,0.940000001,1.736197837e-05,1.632025967e-05,1.811530683e-05,312.85
198,57597.12278,0.940000001,1.736476208e-05,1.632287635e-05,1.811530683e-05,311.9
199,57587.88952,0.940000001,1.736755474e-05,1.632550145e-05,1.811530683e-05,310.95
200,57578.62952,0.940000001,1.737035641e-05,1.632813502e-05,1.811530683e-05,310
201,57569.34265,0.940000001,1.737316715e-05,1.633077712e-05,1.811530683e-05,309.05
202,57560.02873,0.940000001,1.737598701e-05,1.633342779e-05,1.811530683e-05,308.1
203,57550.6876,0.940000001,1.737881605e-05,1.633608709e-05,1.811530683e-05,307.15
204,57541.3191,0.940000001,1.738165434e-05,1.633875508e-05,1.811530683e-05,306.2
205,57531.92307,0.940000001,1.738450192e-05,1.63414318e-05,1.811530683e-05,305.25
206,57522.49933,0.940000001,1.738735886e-05,1.634411733e-05,1.811530683e-05,304.3
207,57513.04772,0.940000001,1.739022523e-05,1.634681171e-05,1.811530683e-05,303.35
208,57503.56807,0.940000001,1.739310107e-05,1.634951501e-05,1.811530683e-05,302.4
209,57494.0602,0.940000001,1.739598645e-05,1.635222727e-05,1.811530683e-05,301.45
210,57484.52395,0.940000001,1.739888144e-05,1.635494856e-05,1.811530683e-05,300.5
211,57474.95914,0.940000001,1.74017861e-05,1.635767893e-05,1.811530683e-05,299.55
212,57465.36559,0.940000001,1.740470048e-05,1.636041845e-05,1.811530683e-05,298.6
213,57455.74312,0.940000001,1.740762466e-05,1.636316718e-05,1.811530683e-05,297.65
214,57446.09156,0.940000001,1.741055869e-05,1.636592517e-05,1.811530683e-05,296.7
215,57436.41072,0.940000001,1.741350265e-05,1.636869249e-05,1.811530683e-05,295.75
216,57426.70042,0.940000001,1.741645659e-05,1.63714692e-05,1.811530683e-05,294.8
217,57416.96048,0.940000001,1.741942059e-05,1.637425536e-05,1.811530683e-05,293.85
218,57407.19071,0.940000001,1.742239471e-05,1.637705103e-05,1.811530683e-05,292.9
219,57397.39091,0.940000001,1.742537902e-05,1.637985628e-05,1.811530683e-05,291.95
220,57387.56091,0.940000001,1.742837359e-05,1.638267117e-05,1.811530683e-05,291
221,57377.70051,0.940000001,1.743137848e-05,1.638549577e-05,1.811530683e-05,290.05
222,57367.8095,0.940000001,1.743439377e-05,1.638833014e-05,1.811530683e-05,289.1
223,57357.88771,0.940000001,1.743741952e-05,1.639117435e-05,1.811530683e-05,288.15
224,57347.93493,0.940000001,1.744045581e-05,1.639402846e-05,1.811530683e-05,287.2
225,57337.95096,0.940000001,1.744350271e-05,1.639689255e-05,1.811530683e-05,286.25
226,57327.93559,0.940000001,1.744656029e-05,1.639976668e-05,1.811530683e-05,285.3
227,57317.88864,0.940000001,1.744962863e-05,1.640265091e-05,1.811530683e-05,284.35
228,57307.80988,0.940000001,1.74527078e-05,1.640554533e-05,1.811530683e-05,283.4
229,57297.69912,0.940000001,1.745579786e-05,1.640844999e-05,1.811530683e-05,282.45
230,57287.55614,0.940000001,1.745889891e-05,1.641136498e-05,1.811530683e-05,281.5
231,57277.38073,0.940000001,1.746201101e-05,1.641429035e-05,1.811530683e-05,280.55
232,57267.17267,0.940000001,1.746513425e-05,1.64172262e-05,1.811530683e-05,279.6
233,57256.93176,0.940000001,1.74682687e-05,1.642017257e-05,1.811530683e-05,278.65
234,57246.65778,0.940000001,1.747141443e-05,1.642312957e-05,1.811530683e-05,277.7
235,57236.35049,0.940000001,1.747457154e-05,1.642609724e-05,1.811530683e-05,276.75
236,57226.00969,0.940000001,1.747774009e-05,1.642907568e-05,1.811530683e-05,275.8
237,57215.63514,0.940000001,1.748092017e-05,1.643206496e-05,1.811530683e-05,274.85
238,57205.22662,0.940000001,1.748411187e-05,1.643506516e-05,1.811530683e-05,273.9
239,57194.7839,0.940000001,1.748731526e-05,1.643807635e-05,1.811530683e-05,272.95
240,57184.30674,0.940000001,1.749053043e-05,1.644109861e-05,1.811530683e-05,272
241,57173.79492,0.940000001,1.749375747e-05,1.644413202e-05,1.811530683e-05,271.05
242,57163.2482,0.940000001,1.749699645e-05,1.644717667e-05,1.811530683e-05,270.1
243,57152.66633,0.940000001,1.750024747e-05,1.645023263e-05,1.811530683e-05,269.15
244,57142.04908,0.940000001,1.750351062e-05,1.645329998e-05,1.811530683e-05,268.2
245,57131.3962,0.940000001,1.750678598e-05,1.645637882e-05,1.811530683e-05,267.25
246,57120.70744,0.940000001,1.751007364e-05,1.645946922e-05,1.811530683e-05,266.3
247,57109.98256,0.940000001,1.751337369e-05,1.646257127e-05,1.811530683e-05,265.35
248,57099.22131,0.940000001,1.751668622e-05,1.646568505e-05,1.811530683e-05,264.4
249,57088.42342,0.940000001,1.752001133e-05,1.646881065e-05,1.811530683e-05,263.45
250,57077.58865,0.940000001,1.752334911e-05,1.647194817e-05,1.811530683e-05,262.5
251,57066.71673,0.940000001,1.752669966e-05,1.647509768e-05,1.811530683e-05,261.55
252,57055.80739,0.940000001,1.753006306e-05,1.647825928e-05,1.811530683e-05,260.6
253,57044.86039,0.940000001,1.753343942e-05,1.648143306e-05,1.811530683e-05,259.65
254,57033.87543,0.940000001,1.753682884e-05,1.648461911e-05,1.811530683e-05,258.7
255,57022.85226,0.940000001,1.75402314e-05,1.648781752e-05,1.811530683e-05,257.75
256,57011.7906,0.940000001,1.754364722e-05,1.649102839e-05,1.811530683e-05,256.8
257,57000.69018,0.940000001,1.75470764e-05,1.649425181e-05,1.811530683e-05,255.85
258,56989.5507,0.940000001,1.755051902e-05,1.649748788e-05,1.811530683e-05,254.9
259,56978.3719,0.940000001,1.755397521e-05,1.65007367e-05,1.811530683e-05,253.95
260,56967.15348,0.940000001,1.755744506e-05,1.650399836e-05,1.811530683e-05,253
261,56955.89514,0.940000001,1.756092868e-05,1.650727296e-05,1.811530683e-05,252.05
262,56944.59661,0.940000001,1.756442618e-05,1.651056061e-05,1.811530683e-05,251.1
263,56933.25759,0.940000001,1.756793766e-05,1.65138614e-05,1.811530683e-05,250.15
264,56921.87776,0.940000001,1.757146323e-05,1.651717544e-05,1.811530683e-05,249.2
265,56910.45684,0.940000001,1.757500301e-05,1.652050283e-05,1.811530683e-05,248.25
266,56898.99451,0.940000001,1.757855711e-05,1.652384368e-05,1.811530683e-05,247.3
267,56887.49047,0.940000001,1.758212563e-05,1.65271981e-05,1.811530683e-05,246.35
268,56875.9444,0.940000001,1.75857087e-05,1.653056618e-05,1.811530683e-05,245.4
269,56864.35598,0.940000001,1.758930644e-05,1.653394805e-05,1.811530683e-05,244.45
270,56852.7249,0.940000001,1.759291894e-05,1.653734381e-05,1.811530683e-05,243.5
271,56841.05083,0.940000001,1.759654635e-05,1.654075357e-05,1.811530683e-05,242.55
272,56829.33344,0.940000001,1.760018877e-05,1.654417745e-05,1.811530683e-05,241.6
273,56817.5724,0.940000001,1.760384634e-05,1.654761556e-05,1.811530683e-05,240.65
274,56805.76738,0.940000001,1.760751916e-05,1.655106801e-05,1.811530683e-05,239.7
275,56793.91804,0.940000001,1.761120737e-05,1.655453493e-05,1.811530683e-05,238.75
276,56782.02402,0.940000001,1.76149111e-05,1.655801643e-05,1.811530683e-05,237.8
277,56770.08499,0.940000001,1.761863046e-05,1.656151263e-05,1.811530683e-05,236.85
278,56758.1006,0.940000001,1.762236559e-05,1.656502366e-05,1.811530683e-05,235.9
279,56746.07048,0.940000001,1.762611663e-05,1.656854963e-05,1.811530683e-05,234.95
280,56733.99428,0.940000001,1.76298837e-05,1.657209068e-05,1.811530683e-05,234
281,56721.87163,0.940000001,1.763366694e-05,1.657564692e-05,1.811530683e-05,233.05
282,56709.70216,0.940000001,1.763746648e-05,1.657921849e-05,1.811530683e-05,232.1
283,56697.48551,0.940000001,1.764128246e-05,1.658280551e-05,1.811530683e-05,231.15
284,56685.22129,0.940000001,1.764511502e-05,1.658640812e-05,1.811530683e-05,230.2
285,56672.90912,0.940000001,1.76489643e-05,1.659002645e-05,1.811530683e-05,229.25
286,56660.54862,0.940000001,1.765283045e-05,1.659366062e-05,1.811530683e-05,228.3
287,56648.13939,0.940000001,1.765671361e-05,1.659731079e-05,1.811530683e-05,227.35
288,56635.68103,0.940000001,1.766061392e-05,1.660097708e-05,1.811530683e-05,226.4
289,56623.17315,0.940000001,1.766453154e-05,1.660465964e-05,1.811530683e-05,225.45
290,56610.61534,0.940000001,1.766846661e-05,1.660835861e-05,1.811530683e-05,224.5
291,56598.00719,0.940000001,1.767241928e-05,1.661207413e-05,1.811530683e-05,223.55
292,56585.34827,0.940000001,1.767638972e-05,1.661580634e-05,1.811530683e-05,222.6
293,56572.63818,0.940000001,1.768037808e-05,1.661955539e-05,1.811530683e-05,221.65
294,56559.87647,0.940000001,1.768438451e-05,1.662332144e-05,1.811530683e-05,220.7
295,56547.06273,0.940000001,1.768840917e-05,1.662710462e-05,1.811530683e-05,219.75
296,56534.1965,0.940000001,1.769245224e-05,1.66309051e-05,1.811530683e-05,218.8
